序号,内容
777,阴间
778,啊狗的样子还算正常
779,这阿猫阿娟真特么就是狗
780,所以普通人不配有特色
781,制作团队狗罕见
782,清北美术谁画出这样的作品也算是狗罕见
783,主角应有路人缘
784,中国人就只配单眼皮小眼睛哦
785,宽眼距眯眯眼
786,猴子凸嘴
787,你告诉我这个是广东人形象
788,广东人怕是要打你
789,小朋友才是市场
790,那你上什么
791,站呢
792,广东人
793,废话
794,就是这么个道理
795,而且你根本找不到这么设定主角形象的正能量理由
796,不会看
797,剧情不知道
798,没看
799,题材我有兴趣
800,不看的理由是我是外貌协会终身副会长
801,好看又怎样
802,和服在某些人眼里也好看
803,还不停在街上晃来晃去
804,信不信我把导演塞进锅里吃了
805,好就可以忽视长相
806,不看的看直播去吧
807,那里是主流价值观
808,现在连好看都不能放在普通人身上了是吗
809,现实中好看的普通人没有吗
810,这个女的五官我觉得挺正常
811,这难道不是在试探国人的底线吗
812,而且剧情也就一般
813,前面说得对
814,不是不好看
815,是不顺眼
816,大家都没瞎给这个贡献票房就是脑抽了
817,单纯觉得它不值得我买张电影票花一两个小时去看它
818,我广东人谢谢你
819,狮子头真的不错
820,这造型真的太丑了
821,左边是猴子
822,我擦
823,就是简单的
824,电影不好看
825,普通人长这样
826,有种病人才这样
827,主角这个样子不是丑更不是普通人而是纯粹恶心人了
828,对我就是烂片避雷才看影评
829,这个正脸看着是真想吐
830,因为这样才能得国外的
831,最佳外语动画片奖啊
832,就是不看
833,看了原稿明明很好
834,建模改成这样就是活该
835,这不是不好看的问题吧
836,你这样让陈漫
837,那些人怎么想
838,哈哈哈哈
839,这个不是不符合主流审美
840,而是连普通人的相貌都没有
841,甚至毫不夸张的说是丑化
842,主角猴子脸
843,搎
844,萎
845,重新定义优秀
846,萎
847,和耐不耐心没关系
848,群众的眼睛是雪亮的
849,罗小黑剧情制作二维国产动画电影天花板
850,这画质看上去不错
851,就是这人物是真的丑
852,我真的受够了
853,一帮喷的连基本事实都没搞清楚都稻草人谬误
854,这样的观众配不上有个性的好电影
855,岂止是不好看
856,简直是刻意表达病态
857,还不是一个人
858,这就自相矛盾了
859,都优秀了
860,还而已
861,这个瘦猴的造型最难看
862,还真是猴子的骨骼相
863,应为广州人长这样
864,剧情哪里好看了
865,除了结尾你再找个令人印象深刻的地方
866,唉
867,长得不好看的人真难
868,看了
869,哈哈哈
870,扎心
871,是的
872,没啥耐心
873,一说就起火
874,眯眯眼不是主角
875,是剧里全部人
876,有没有想过是因为哪吒后来变身后也变帅了
877,变得符合他们的
878,审美
879,了
880,再加上有
881,嗑
882,这两个
883,够了
884,其实我意识到女阿娟很好看是因为剧情
885,她帮助主角抢红包踩高桩的时候帅呆了
886,眯眯眼加你吗的分
887,不是好看不好看的问题
888,是暗藏私货
889,为了外国拿货
890,给个所谓的高级脸
891,恶心人
892,这个画面水猴子实锤了
893,确实眯眯眼
894,注意主角双眼的眼距
895,这是病态的
896,我们可以接受丑的
897,但是不接受病态的刻板印象
898,我们广东人这样的
899,谁看这玩意儿
900,啑
901,这还一言难尽
902,就是丑就是恶心
903,想看
904,但是看不了
905,狗都不看
906,丑化严重啊
907,要拯救这个灾难级别的形象观感
908,剧情至少得封神
909,这是不好看的事情吗
910,这是给西方送刀呢
911,釨
912,喲
913,主角不一定要俊男靓女
914,你说普通也行
915,但是你一门心思往丑了整
916,有必要吗
917,没脑的导演
918,我在广东就没见过这种长相的
919,别洗了
920,收到不少钱吧
921,这确实是关键
922,宣发的形象已经不是丑了
923,是有些吓人
924,不是人身攻击
925,是我真的有点生理不适
926,蘼
927,这就不是人
928,詯
929,我没觉得眯眯眼有什么问题
930,是戳到眯眯眼的心理防线了
931,现实比电影残酷
932,我就觉得挺好看的
933,竑
934,确实
935,不用理性
936,骂就完了
937,我甚至觉得眯眯眼毫无问题啊
938,没看过别在这里哔哔
939,眯眯眼毫无问题啊
940,唐代化作不都很多是眯眯眼吗
941,溿
942,啥西方审美啊上个世纪中国审美也不长这样好吗
943,原来广东人长这样
944,舞狮题材太小众
945,角色不好看劝退了大把的路人
946,就像痰盂里装佛跳墙
947,我为什么不再去看一遍哪吒闹海呢
948,风向就是根子里烂了
949,好在还有红旗下长大的孩子很多还保持良心
950,才能抵制这种反人类行径
951,这个脸也太怪了
952,臊
953,雄狮少年在很多个桥段的处理手法就是国内顶尖
954,没得黑
955,我觉得挺顺眼的
956,被王者荣耀和白蛇画风霸屏已经很烦了
957,主角就是要好看
958,所以一票流量明星赚大了
959,和事佬
960,讲的很多
961,人家说的是在广东采风画风景
962,不要造谣
963,这导演现在敢去广东吗
964,哈哈哈确实
965,哪吒有混血感造型还是很好看的
966,你不看可以
967,为何要暗示大家不看呢
968,前面说
969,因为小鲜肉才看外贸的
970,你真是个活汗剑啊
971,等全世界制作的影视里中国人形象都是丑爆的眯眯眼和离奇的眼间距是好事
972,虽然我们不需要让白种人
973,认可
974,我们
975,但你能不能有点骨气
976,传播点积极的人物面貌
977,是真的丑
978,又说喜欢
979,又暗示大家不去看
980,恶心
981,又当又立
982,跟民族没关系
983,我代表我个人不喜欢他
984,不允许吗
985,不是不好看
986,是看着别扭
987,这都不是丑不丑
988,这建模像个猴
989,不是蠢就是坏
990,政治喷子马上出现
991,好电影不怕喷子
992,动画本身就是不限年龄
993,他就是一个叙事体
994,没有什么小朋友大朋友之分
995,因为好看的普通人就已经不算普通了
996,真的好看
997,我还是点映去看的
998,故意丑化中国人的形象
999,讨不讨喜难不难受是说了算喽
1000,因为之前没刷到
1001,不知道他好看啊
1002,一系列
1003,意思是如果这次票房好了以后还是眯眯眼
1004,其实也不算难看
1005,广东人不看
1006,摎
1007,这男主说真的第一眼看上去就像猴子
1008,瑎
1009,理性
1010,垃圾
1011,理性
1012,垃圾
1013,瑎
1014,廗
1015,活该
1016,瑎
1017,难道不是因为水军不成功吗
1018,葎
1019,鮳
1020,可以不好看
1021,但不要丑
1022,没有听过
1023,那就是不优秀
1024,披着半张欧美丑皮的假国漫
1025,确实奇奇怪怪的
1026,鼳
1027,我觉得还是大家对舞狮文化没有兴趣
1028,没看
1029,求求了
1030,我们是广东人不是外星人
1031,猫科不是大眼睛吗
1032,好看
1033,不看
1034,睁着眼说瞎话
1035,现在还能找到起码能看的电影吗
1036,其实很多地方出现设定混乱
1037,不知道哪里写实了
1038,导演屁股歪
1039,卷帘大将不同意自来水
1040,别人还说是照着东北人做的
1041,哪来的自来水
1042,这建模已经不是不好看的问题了
1043,简直歪瓜裂枣
1044,剧情不错
1045,很好看
1046,可以不好看但要耐看
1047,逻辑完整
1048,不说好看
1049,你起码差不多吧
1050,这建模简直鬼畜区风格
1051,不是好看难看的问题
1052,他这长相就让人们想起了西方对中国的嘲讽和鄙夷
1053,所以啊
1054,只是对人文地理采风
1055,人物呢
1056,没有考察还要设计成这样
1057,不是更有问题
1058,这前倾到夸张的脖子
1059,简直像个猴
1060,二鬼子洗白
1061,咴
1062,这个老板娘的眼睛不就挺正常吗
1063,非要搞个眯眯眼
1064,咴
1065,剧情也烂
1066,别洗
1067,引起共鸣
1068,想迎合国外拿奖
1069,广东人有被冒犯到
1070,眯眯眼在广东不多啊
1071,而且这还一整批
1072,自来水
1073,因为所有都很写实
1074,显得眼睛很刻意
1075,襒
1076,是的
1077,我就没见过眼间距这么宽的人类
1078,垃圾
1079,电影
1080,不能让这部电影到国外上映
1081,家长们该是你们发出影响力的时候了
1082,看到那三个人的丑样还会去看电影
1083,很火热吗
1084,我今天第一次听这个电影
1085,这就是丑啊
1086,我还不能觉得丑了吗
1087,想多了
1088,我之是没时间
1089,觉得吊角眼
1090,宽眼距
1091,眯眯眼不顺眼的
1092,就是被西方影响
