序号,内容
845,善良点想主创导演们是在炒热度
846,反向营销
847,主眼睛有一点叼梢
848,但是好漂亮
849,他偏偏设计成那个样子
850,弹幕真的令人寒心
851,前面的
852,看完你就不会觉得隔应人了
853,甚至都不会在意眼睛怎么样
854,所以动画也是天生的
855,我明白了
856,拿到法国认可了
857,东方典型面孔形象
858,蠏
859,对对对
860,单一审美抹杀人的特点
861,收钱了吧
862,保不齐还是美元
863,夸张
864,你的意思就是承认外国人的眯眯眼了
865,呵呵
866,导演说是写实
867,白蛇里也不是所有人物都像女主大眼睛的有大有小
868,反之雄狮基本都是眯眯眼啊
869,但是认定这个动画
870,的人根本听不进去这些的
871,想想就很难过
872,审美是社会建构的
873,厊
874,赞同
875,收钱了
876,哪侮辱了
877,宣扬文化看不见只看见小眼睛
878,你才是侮辱国人的人吧
879,放屁吧
880,那古诗也有写眼小的你怎么不说也都喜欢
881,有人写就等于所有人都喜欢是吧
882,垃圾
883,眼距更重要啊
884,和眼睛大小有关系
885,三维的不是可以无限修改吗
886,就是
887,可以说丑
888,乱扣帽子算什么
889,噗
890,那就只能怪背景太写实了
891,这种心态有什么问题吗
892,你反对也没卵用
893,这男的女的
894,他们能接受眼镜大的夸张
895,别的接受不了哈哈哈
896,当你说侮辱全国人长相时有没有想过有少许确实是这种长相的国人也相当于在被你们歧视
897,老实说
898,这部动漫设置是发生在广东的事件
899,主角的长相很不广东
900,就
901,了
902,丑是问题
903,就这么喜欢撞眯眯眼这个坑
904,非要帅的漂亮的才能主角
905,普通人不配吗
906,赞同
907,男主蜕变以后明明很帅的
908,你们别尬黑啊
909,为什么支持这动画
910,一看就知道的
911,对啊
912,支持阿婆主的观点
913,看了眼睛就不舒服
914,管他怎么说就是不看
915,画这种画法完全是为了去国外拿奖的
916,觉得不好看就说不好看
917,说丑
918,一个个的扯唐氏综合征
919,这不也是歧视吗
920,这种画法就是把美的去掉
921,把丑的放大
922,格鲁顺眼
923,有些人就是不想雄狮票房好
924,为什么矛盾悄悄变成了长相
925,而已
926,就是
927,白雪公主是黑人怎么了
928,可是这是捏脸啊
929,不是天生的啊
930,我就是单眼皮
931,我觉得人物建模很形象啊
