序号,内容
1202,你知道什么叫无厘头喜剧吗
1203,说的对
1204,看电影的时候
1205,我确实在玩芈驀的搊鎞
1206,我认真觉得非常好看
1207,类型不一样
1208,我觉得还可以
1209,你不要有心理预期
1210,看着还可以
1211,电影挺好看的啊
1212,国漫之光
1213,故事整体很棒啊
1214,穷且益坚
1215,虽然前半段有些强行鸡汤但是不影响我后面很感动
1216,终于看到个正常人了
1217,我昨晚刚去看过啊
1218,感觉还挺励志的呀
1219,刚看完
1220,很好看
1221,这片如果不让它凉透点
1222,以后你会发现屏幕上越来越多眯眯眼
1223,周星驰
1224,昨天刚看完比哪咤好看了不知多少倍哪咤都不知道无语了
1225,分
1226,保护一下
1227,邚力
1228,分
1229,这后面说的
1230,众人皆醉你独醒
1231,过了过了
1232,这么尬黑的我第一次见
1233,可能是我泪点低
1234,我真的偷偷抹眼泪起码四五次
1235,娜扎罗小黑其实也都挺一般的
1236,很好看
1237,哎
1238,分吧
1239,日本动漫中二口号
1240,喊口号是受日本动漫影响太深了
1241,喊口号是受日本动漫影响太深
1242,广东醒狮我想你没见过
1243,还原得很好
1244,分
1245,阿川转回和平精英吧
1246,我刚看完
1247,超好看
1248,不要听他瞎说
1249,伦
1250,作为一个曾经的留守儿童
1251,很有共鸣了
1252,前面虽然确实鸡汤有点多
1253,但是瑕不掩瑜
1254,后面剧情还是不错的
1255,有些剧情留白处理
1256,给观众自由想象的空间
1257,这位
1258,主观点太有失偏颇了
1259,为什么要和哪吒相比
1260,我觉得好看
1261,有问题
1262,不好意思
1263,我是看完电影的自来水
1264,还可以啊
1265,刚看完电影的我花
1266,分钟来听他
1267,点了个踩
1268,哪吒比不了
1269,不要代表广东同学谢谢
1270,分
1271,我觉得还不错
1272,虽然不算很好
1273,但是真的也不错了
1274,推荐
1275,这个电影过不了十亿
