序号,内容
910,导演还说让大家拿镜子看看自己
911,去
912,快去
913,抓紧去
914,网友反对的不是小眼
915,而是丑化
916,消费者挣钱也不容易
917,会不会他们的甲方不是消费者
918,虽然不会说粤语但是真的好塑料哈哈哈哈哈哈哈哈哈
919,哈哈哈哈哈哈哈哈哈哈
920,做动画的大家都不容易
921,没必要惯着你
922,所有人不认可那就是他的错
923,草
924,相当失败且愚蠢
925,舞狮文化都没搞懂
926,牛老师说你短
927,籐
928,这叫艺术
929,我广东人作证
930,是正宗发音
931,就是有点歪
932,然而这届观众就还真的不行
933,甲方表示不满意
934,不掏钱
935,你在教我做事
936,对
937,他们可不是搞艺术的
938,艺术是为人民服务的
939,哪些纯纯就是玩钱的
940,说得好
941,好开
942,幬
943,这不是规避风险吗
944,站着把钱挣了
945,哈哈哈哈哈哈哈哈哈我反正听懂了
946,所以这制作方属于是跪了
947,还没挣到钱
948,所以恼羞成怒了
949,等到现在了
950,最后生还者二的总监尼尔
951,不懂我的都是精神变态
952,芜湖
953,确实
954,有争议风险的东西就应该学会回避
955,除非他这是在故意试探
956,导演就应该老老实实去找人生孩子
957,站着把钱挣了
958,陶磊
959,勿
960,叫他们赶紧滚蛋
961,很喜欢一款
962,的名字
963,只是名字
964,大众点评
965,可以当桩子
966,哈哈哈哈哈哈哈
967,狗子好无辜
968,的鞋子造型好看
969,质量还好我们就不用看他抵制新疆棉了吗
970,说的真好
971,让子弹飞
972,对对对
973,说到我的点上了
974,审美什么的我无所谓
975,但你一个赚消费者钱的人扯旗子骂消费者是什么离谱行为啊
976,咋的
977,我不是来娱乐的
978,我是来上课的呗
979,消费者才是爸爸
980,比如陶磊花别人
981,盖茅厕
982,去跳楼
983,赶紧去
984,虽然说不可能百分百被人赞美
985,但是有可能百分百被喷
986,这家影院我经常去
987,没错
988,因为饿不死他们呗
989,我要点赞了
990,刚考完这个
991,你一提有点
992,要我掏腰包还骑我脸
993,想个桃子呢
994,是的
995,而不是一味地指责别人的审美被阉割了
996,总结
997,我花了钱
998,是让你教我做事的
999,喷的好
1000,还敢自我炒作热度
1001,三连了已经
1002,真的
1003,迷惑发言了
1004,太丑了
1005,给啦给啦
1006,马蹄厨房教你的
1007,不专业就是不专业
1008,甩锅消费者
1009,脑子是个好东西但是也得有啊
1010,檋
1011,好开
1012,又当又立嘛
1013,就是
1014,西海带有
1015,是吧
1016,打工人都知道要去迎合社会才能过的更好
1017,这些人非要对着干
1018,该
1019,被卷进电子厂的
1020,宝买家
1021,默默退出视频
1022,好开
1023,跟了
1024,艺术孤独
1025,赚钱要从众
